Resignation,Business Travel,CF_age band,CF_current Employee,Current Status,Department,Education,Employee Number,Gender,Job Role,Marital Status,Over Time,Trainings Last Year,Age,Daily Rate,Distance From Home,Education Degree,Environment Satisfaction,Job Involvement,Job Satisfaction,Monthly Income,Num Companies Worked,Percent Salary Hike,Performance Rating,Stock Option Level,Total Working Years,Work Life Balance,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1724,Female,Manufacturing Director,Married,Yes,3,40,369,8,Associates Degree,2,3,1,6516,2,16,3,1,18,3,0,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,2009,Female,Healthcare Representative,Married,Yes,6,33,501,15,Associates Degree,2,3,4,4878,0,13,3,1,10,3,7,8,1
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,1661,Female,Healthcare Representative,Married,Yes,3,49,465,6,High School,3,2,3,13966,2,19,3,1,30,3,11,2,12
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1703,Female,Healthcare Representative,Married,Yes,2,44,921,2,Bachelor's Degree,3,4,4,7879,1,19,3,1,9,3,7,6,7
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,1638,Female,Manufacturing Director,Married,Yes,6,38,397,2,Associates Degree,4,2,3,7756,3,19,3,1,10,4,4,0,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1614,Female,Manufacturing Director,Married,Yes,2,36,559,12,Master's Degree,3,3,3,4663,9,12,3,2,7,3,2,1,1
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,1587,Female,Healthcare Representative,Single,Yes,4,35,670,10,Master's Degree,1,3,3,6142,3,16,3,0,10,3,2,0,4
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,1611,Female,Laboratory Technician,Single,Yes,3,45,1015,5,Doctoral Degree,3,1,1,5769,1,14,3,0,10,3,7,1,4
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,1980,Female,Manufacturing Director,Single,Yes,3,54,157,10,Bachelor's Degree,3,3,1,4440,6,19,3,0,9,3,2,1,4
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1641,Female,Manufacturing Director,Single,Yes,2,40,448,16,Bachelor's Degree,3,3,4,7945,6,15,3,0,18,2,2,3,3
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Marketing,1815,Female,Sales Executive,Divorced,Yes,3,41,796,4,High School,3,3,3,10447,0,13,3,1,23,4,14,13,5
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Medical,1912,Female,Sales Executive,Divorced,Yes,2,31,1079,10,Associates Degree,3,3,4,6583,2,11,3,1,8,3,2,1,4
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Life Sciences,1962,Female,Sales Executive,Married,Yes,2,35,1224,7,Master's Degree,3,3,4,5204,1,11,3,0,10,3,8,0,9
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Medical,1915,Female,Sales Executive,Married,Yes,3,34,735,3,High School,4,2,4,8103,3,12,3,0,9,2,2,0,1
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Technical Degree,1880,Female,Sales Executive,Married,Yes,4,36,1266,10,Master's Degree,2,2,3,5673,1,13,3,1,10,3,9,1,7
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Medical,1503,Female,Sales Executive,Married,Yes,4,47,571,14,Bachelor's Degree,3,3,3,4591,3,17,3,1,11,2,4,1,2
No,Travel_Rarely,Over 55,1,Current Employees,Sales,Life Sciences,1938,Female,Manager,Married,Yes,2,58,605,21,Bachelor's Degree,4,3,4,17875,4,13,3,1,29,2,0,0,0
No,Travel_Rarely,Under 25,1,Current Employees,Sales,Medical,1445,Female,Sales Executive,Married,Yes,3,24,1476,4,High School,4,3,3,4162,1,12,3,2,5,3,4,0,3
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Marketing,1425,Female,Sales Executive,Single,Yes,3,36,1174,3,Master's Degree,1,3,2,9278,3,16,3,0,15,3,4,0,1
No,Non-Travel,35 - 44,1,Current Employees,R&D,Life Sciences,1552,Male,Healthcare Representative,Divorced,Yes,2,40,1142,8,Associates Degree,4,3,4,4069,3,18,3,0,8,3,2,2,2
No,Non-Travel,25 - 34,1,Current Employees,R&D,Medical,1948,Male,Research Scientist,Divorced,Yes,3,31,976,3,Associates Degree,3,3,1,3065,1,13,3,1,4,4,2,2,3
No,Non-Travel,35 - 44,1,Current Employees,R&D,Life Sciences,1737,Male,Laboratory Technician,Married,Yes,2,39,792,1,Bachelor's Degree,4,3,4,6472,1,15,3,1,9,3,8,5,8
No,Non-Travel,25 - 34,1,Current Employees,Sales,Life Sciences,1774,Male,Sales Executive,Divorced,Yes,3,34,1375,10,Bachelor's Degree,4,3,3,4001,1,14,3,1,15,3,14,0,7
No,Travel_Frequently,35 - 44,1,Current Employees,HR,Human Resources,1642,Male,Human Resources,Married,Yes,3,44,602,1,Doctoral Degree,1,3,4,5743,4,11,3,0,14,3,7,0,2
No,Travel_Frequently,35 - 44,1,Current Employees,HR,Other,1972,Male,Human Resources,Married,Yes,2,38,1444,1,Master's Degree,4,3,2,2991,0,11,3,1,7,3,2,1,2
No,Travel_Frequently,Over 55,1,Current Employees,R&D,Life Sciences,1837,Male,Research Director,Married,Yes,3,58,1216,15,Master's Degree,1,3,3,15787,2,14,3,0,23,3,2,2,2
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Other,1932,Male,Research Scientist,Married,Yes,3,34,735,22,Master's Degree,3,2,4,5747,1,15,3,0,16,3,10,6,11
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Life Sciences,1594,Male,Laboratory Technician,Married,Yes,3,36,1302,6,Master's Degree,1,4,1,5562,3,13,3,1,9,3,2,0,2
No,Travel_Frequently,45 - 54,1,Current Employees,R&D,Medical,1606,Male,Healthcare Representative,Married,Yes,3,50,1234,20,Doctoral Degree,2,3,3,11245,2,15,3,1,32,3,8,12,13
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Life Sciences,1547,Male,Healthcare Representative,Married,Yes,3,42,288,2,Bachelor's Degree,4,3,4,10124,2,14,3,1,24,1,8,13,9
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Life Sciences,2049,Male,Healthcare Representative,Married,Yes,2,35,1199,18,Master's Degree,3,3,3,5689,1,14,3,2,10,4,2,0,2
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Medical,1704,Male,Research Scientist,Single,Yes,2,35,146,2,Master's Degree,1,2,4,4930,0,14,3,0,6,4,4,1,4
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Medical,1496,Male,Manufacturing Director,Single,Yes,2,44,1193,2,High School,2,3,3,10209,5,18,3,0,16,2,2,2,2
No,Travel_Frequently,45 - 54,1,Current Employees,R&D,Medical,1539,Male,Research Director,Single,Yes,2,50,333,22,Doctoral Degree,3,1,4,14411,1,13,3,0,32,3,6,13,9
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Life Sciences,1753,Male,Healthcare Representative,Single,Yes,5,29,461,1,Bachelor's Degree,4,4,3,6294,8,12,3,0,10,4,2,0,2
No,Travel_Frequently,25 - 34,1,Current Employees,Sales,Life Sciences,1927,Male,Sales Executive,Married,Yes,2,28,783,1,Associates Degree,3,2,4,6834,1,12,3,1,7,3,7,0,7
No,Travel_Rarely,Over 55,1,Current Employees,HR,Human Resources,1973,Male,Manager,Married,Yes,0,55,189,26,Master's Degree,3,4,2,19636,4,18,3,1,35,3,9,1,4
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,1460,Male,Healthcare Representative,Divorced,Yes,2,45,1038,20,Bachelor's Degree,2,1,1,10851,2,18,3,1,24,3,7,0,7
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,1789,Male,Research Director,Divorced,Yes,3,46,734,2,Master's Degree,3,3,4,19328,7,17,3,1,24,3,1,2,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1998,Male,Research Scientist,Divorced,Yes,3,42,557,18,Master's Degree,4,3,1,5410,6,17,3,1,9,2,3,1,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Other,1992,Male,Laboratory Technician,Divorced,Yes,2,25,977,2,High School,4,3,3,3977,6,19,3,1,7,2,2,0,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,1448,Male,Research Scientist,Married,Yes,5,41,1283,5,Doctoral Degree,2,4,3,2127,2,12,3,0,7,2,2,0,3
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Life Sciences,1501,Male,Healthcare Representative,Married,Yes,2,55,1229,4,Master's Degree,4,3,3,4035,0,16,3,0,4,3,2,1,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,1766,Male,Healthcare Representative,Married,Yes,2,38,833,18,Bachelor's Degree,2,1,4,5811,3,16,3,1,15,3,0,1,0
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,1549,Male,Laboratory Technician,Married,Yes,3,33,589,28,Master's Degree,2,3,3,5207,1,12,3,1,15,3,14,5,7
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Other,2053,Male,Laboratory Technician,Married,Yes,2,29,1378,13,Associates Degree,4,2,2,4025,4,13,3,1,10,3,3,0,3
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1790,Male,Healthcare Representative,Married,Yes,1,36,1383,10,Bachelor's Degree,4,3,1,8321,7,13,3,1,15,3,8,5,7
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,2003,Male,Laboratory Technician,Married,Yes,3,35,1490,11,Master's Degree,4,3,3,2660,7,11,3,1,5,3,2,2,2
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Technical Degree,1465,Male,Manufacturing Director,Married,Yes,4,45,1448,29,Bachelor's Degree,2,3,4,9380,4,18,3,2,10,4,1,1,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,1755,Male,Research Scientist,Married,Yes,3,34,181,2,Master's Degree,4,4,4,2932,0,14,3,3,6,3,0,1,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,1586,Male,Laboratory Technician,Single,Yes,3,29,1370,3,High School,2,3,1,4723,1,18,3,0,10,3,9,1,5
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,2020,Male,Research Scientist,Single,Yes,2,44,1037,1,Bachelor's Degree,2,3,4,2436,6,12,3,0,6,3,3,1,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,1515,Male,Healthcare Representative,Single,Yes,6,33,516,8,Doctoral Degree,4,3,3,6388,2,17,3,0,14,3,0,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Medical,1669,Male,Sales Executive,Divorced,Yes,3,29,991,5,Bachelor's Degree,1,2,2,4187,1,13,3,1,10,2,0,0,9
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Life Sciences,1732,Male,Sales Executive,Divorced,Yes,5,46,1277,2,Bachelor's Degree,3,3,4,10368,4,12,3,1,13,2,6,0,3
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Marketing,1943,Male,Sales Executive,Divorced,Yes,4,42,419,12,Master's Degree,2,3,4,5087,3,12,3,2,14,3,0,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Technical Degree,1535,Male,Sales Executive,Married,Yes,3,34,971,1,Bachelor's Degree,4,2,3,7083,1,14,3,0,10,3,9,8,6
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Marketing,1591,Male,Manager,Married,Yes,2,50,264,9,Bachelor's Degree,3,3,3,19331,4,16,3,1,27,3,0,0,0
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Medical,1706,Male,Sales Executive,Married,Yes,3,43,1179,2,Bachelor's Degree,4,3,4,7847,1,17,3,1,10,3,9,8,8
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Life Sciences,1882,Male,Sales Executive,Married,Yes,3,34,1480,4,Bachelor's Degree,3,3,4,9713,2,13,3,3,9,3,3,1,0
No,Travel_Rarely,Under 25,1,Current Employees,Sales,Medical,2021,Male,Sales Representative,Single,Yes,6,21,501,5,High School,3,3,1,2380,1,11,3,0,2,3,2,1,2
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Life Sciences,1678,Male,Sales Executive,Single,Yes,2,41,1206,23,Associates Degree,4,3,3,7082,3,16,3,0,21,3,0,0,2
No,Non-Travel,25 - 34,1,Current Employees,R&D,Medical,1979,Female,Research Director,Married,No,2,31,697,10,Bachelor's Degree,3,3,3,11031,4,20,4,1,13,4,7,4,8
No,Non-Travel,45 - 54,1,Current Employees,Sales,Life Sciences,1845,Female,Sales Executive,Married,No,3,45,589,2,Master's Degree,3,3,3,5154,4,22,4,2,10,4,7,5,7
No,Travel_Frequently,45 - 54,1,Current Employees,R&D,Medical,1520,Female,Manager,Divorced,No,2,54,1050,11,Master's Degree,2,3,4,16032,3,20,4,1,26,3,9,1,12
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Medical,1675,Female,Laboratory Technician,Single,No,3,38,148,2,Bachelor's Degree,4,2,2,2440,1,22,4,0,4,3,3,3,3
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Technical Degree,1736,Female,Manufacturing Director,Single,No,3,31,163,24,High School,4,3,4,5238,2,20,4,0,9,2,4,1,4
No,Travel_Rarely,45 - 54,1,Current Employees,HR,Life Sciences,1744,Female,Human Resources,Married,No,2,45,176,4,Bachelor's Degree,3,1,3,9756,4,21,4,2,9,4,0,0,3
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,1622,Female,Manufacturing Director,Divorced,No,5,28,580,27,Bachelor's Degree,2,1,1,4877,0,21,4,1,6,2,3,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,1581,Female,Research Scientist,Married,No,5,26,474,3,Bachelor's Degree,1,3,4,2061,1,21,4,0,1,3,0,0,0
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,2034,Female,Manufacturing Director,Married,No,3,41,582,28,Master's Degree,1,2,2,13570,0,23,4,1,21,3,7,0,10
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Life Sciences,1441,Female,Research Scientist,Married,No,3,56,1255,1,Associates Degree,1,3,1,2066,2,22,4,1,5,4,2,1,0
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,1665,Female,Manager,Married,No,6,54,584,22,Doctoral Degree,2,3,3,17426,3,25,4,1,36,3,8,4,7
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,1509,Female,Laboratory Technician,Married,No,3,49,271,3,Associates Degree,3,2,1,4789,4,25,4,1,10,3,2,1,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,1834,Female,Research Scientist,Married,No,3,28,1217,1,Bachelor's Degree,3,3,1,3591,1,25,4,1,3,3,2,1,2
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Medical,1864,Female,Sales Representative,Married,No,5,27,728,23,High School,2,2,3,3540,1,21,4,1,9,3,8,5,8
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Marketing,1909,Female,Sales Executive,Married,No,3,41,337,8,Bachelor's Degree,3,3,2,4393,5,21,4,1,14,3,4,1,4
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Life Sciences,1554,Female,Sales Representative,Married,No,5,35,1402,28,Master's Degree,2,2,3,2430,0,23,4,2,6,3,3,4,2
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Marketing,2035,Female,Sales Executive,Married,No,2,34,704,28,Bachelor's Degree,4,2,3,6712,1,21,4,2,8,3,7,1,7
No,Non-Travel,Over 55,1,Current Employees,R&D,Life Sciences,2026,Male,Healthcare Representative,Divorced,No,2,56,667,1,Master's Degree,3,3,3,6306,1,21,4,1,13,2,12,1,9
No,Non-Travel,35 - 44,1,Current Employees,R&D,Life Sciences,1949,Male,Laboratory Technician,Married,No,3,36,1351,9,Master's Degree,1,4,2,2810,1,22,4,0,5,3,4,0,2
No,Non-Travel,45 - 54,1,Current Employees,R&D,Life Sciences,1712,Male,Healthcare Representative,Married,No,3,45,1238,1,High School,3,2,3,10748,3,23,4,1,25,2,15,14,4
No,Non-Travel,35 - 44,1,Current Employees,R&D,Technical Degree,1854,Male,Research Scientist,Married,No,1,42,355,10,Master's Degree,3,3,3,2936,3,22,4,2,10,2,3,3,3
No,Non-Travel,25 - 34,1,Current Employees,R&D,Medical,1693,Male,Laboratory Technician,Single,No,5,26,786,7,Bachelor's Degree,4,3,4,2570,1,20,4,0,7,3,7,5,7
No,Non-Travel,Over 55,1,Current Employees,Sales,Medical,1824,Male,Manager,Divorced,No,0,58,350,2,Bachelor's Degree,2,3,2,16291,4,22,4,1,37,2,9,14,14
No,Non-Travel,35 - 44,1,Current Employees,Sales,Marketing,2036,Male,Sales Executive,Divorced,No,4,36,301,15,Master's Degree,4,1,4,5406,1,24,4,1,15,2,12,11,11
No,Travel_Frequently,35 - 44,1,Current Employees,HR,Human Resources,1890,Male,Human Resources,Single,No,2,36,1213,2,High School,2,2,4,3886,1,21,4,0,10,2,1,0,8
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Life Sciences,1970,Male,Healthcare Representative,Divorced,No,2,33,1303,7,Associates Degree,4,3,3,5968,1,20,4,3,9,3,7,2,8
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Life Sciences,1956,Male,Research Scientist,Married,No,6,31,1125,1,Bachelor's Degree,4,1,1,5003,1,21,4,0,10,3,8,8,7
No,Travel_Frequently,45 - 54,1,Current Employees,R&D,Medical,1644,Male,Manager,Married,No,3,48,365,4,Doctoral Degree,3,2,4,15202,2,25,4,1,23,3,2,2,2
No,Travel_Frequently,35 - 44,1,Current Employees,Sales,Life Sciences,1849,Male,Sales Executive,Married,No,5,43,1422,2,Master's Degree,1,3,4,5675,1,20,4,1,7,3,7,7,7
No,Travel_Rarely,25 - 34,1,Current Employees,HR,Life Sciences,1499,Male,Human Resources,Divorced,No,3,30,330,1,Bachelor's Degree,3,3,3,2064,0,21,4,1,6,4,3,1,3
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Medical,1697,Male,Healthcare Representative,Divorced,No,2,60,370,1,Master's Degree,3,1,4,10883,3,20,4,1,19,4,0,0,0
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1664,Male,Healthcare Representative,Divorced,No,3,36,1040,3,Associates Degree,4,4,1,6842,6,20,4,1,13,3,4,0,4
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1772,Male,Laboratory Technician,Divorced,No,2,41,548,9,Master's Degree,3,3,1,2289,1,20,4,2,5,3,3,0,4
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,1768,Male,Laboratory Technician,Divorced,No,6,42,855,12,Bachelor's Degree,2,3,2,2766,8,22,4,3,7,2,3,0,4
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,1654,Male,Manufacturing Director,Married,No,3,39,492,12,Bachelor's Degree,4,3,2,5295,4,21,4,0,7,3,4,1,0
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,1936,Male,Manufacturing Director,Married,No,3,39,867,9,Associates Degree,1,3,1,5151,1,25,4,1,10,3,0,7,9
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Technical Degree,1873,Male,Research Scientist,Married,No,2,55,836,2,Master's Degree,2,2,4,2662,8,20,4,1,19,4,2,0,4
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Life Sciences,1483,Male,Research Scientist,Married,No,2,57,405,1,Associates Degree,2,4,3,4900,0,24,4,1,13,2,9,2,8
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1666,Male,Research Director,Married,No,3,43,1291,15,Associates Degree,3,2,3,17603,1,24,4,1,14,3,10,6,11
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,1999,Male,Research Scientist,Married,No,3,41,642,1,Bachelor's Degree,4,3,4,2782,3,22,4,1,12,3,3,1,0
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Technical Degree,1546,Male,Research Scientist,Married,No,3,45,950,28,Bachelor's Degree,4,3,4,2132,4,20,4,1,8,3,4,0,3
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,1993,Male,Healthcare Representative,Single,No,3,47,1180,25,Bachelor's Degree,1,3,3,8633,2,23,4,0,25,3,14,12,11
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,1800,Male,Research Director,Single,No,3,39,1253,10,High School,3,3,3,13464,7,21,4,0,9,3,3,2,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,1516,Male,Manager,Single,No,5,32,495,10,Bachelor's Degree,3,3,4,11244,2,25,4,0,10,4,2,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,1966,Male,Manufacturing Director,Single,No,1,32,1373,5,Master's Degree,4,2,4,9679,8,24,4,0,8,3,0,0,0
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Other,1595,Male,Manager,Single,No,2,42,1059,9,Associates Degree,4,2,4,19613,8,22,4,0,24,3,0,0,1
No,Travel_Rarely,Over 55,1,Current Employees,Sales,Marketing,1578,Male,Manager,Married,No,3,55,685,26,Doctoral Degree,3,2,4,19586,1,21,4,1,36,3,6,2,13
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Technical Degree,1823,Male,Sales Executive,Married,No,5,34,810,8,Associates Degree,2,4,3,6799,1,21,4,2,10,3,8,4,8
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Marketing,1950,Male,Sales Executive,Single,No,3,34,937,1,Bachelor's Degree,1,3,4,9888,1,21,4,0,14,2,8,2,1
No,Non-Travel,45 - 54,1,Current Employees,R&D,Medical,1775,Female,Manufacturing Director,Married,Yes,2,53,661,1,Master's Degree,1,2,3,12965,4,20,4,3,27,2,2,0,2
No,Non-Travel,25 - 34,1,Current Employees,Sales,Life Sciences,1681,Female,Sales Executive,Divorced,Yes,2,33,530,16,Bachelor's Degree,3,3,4,5368,1,25,4,1,7,3,5,1,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,2017,Female,Research Director,Married,Yes,2,37,161,10,Bachelor's Degree,3,4,4,13744,1,25,4,1,16,3,11,6,8
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Medical,1423,Female,Research Director,Married,Yes,3,58,1055,1,Bachelor's Degree,4,3,1,19701,3,21,4,1,32,3,8,1,5
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Other,1847,Female,Research Scientist,Married,Yes,2,36,430,2,Master's Degree,4,3,2,6962,4,22,4,1,15,3,0,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Other,2018,Female,Sales Executive,Divorced,Yes,3,25,1382,8,Associates Degree,1,3,3,4907,0,22,4,1,6,2,3,0,4
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Marketing,1835,Female,Sales Representative,Married,Yes,4,38,723,2,Master's Degree,2,1,4,5405,2,20,4,2,20,2,2,0,3
No,Travel_Rarely,35 - 44,1,Current Employees,HR,Medical,1550,Male,Manager,Single,Yes,2,40,898,6,Associates Degree,3,3,4,16437,1,21,4,0,21,3,7,7,7
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,2064,Male,Manufacturing Director,Married,Yes,0,27,155,4,Bachelor's Degree,2,4,2,6142,1,20,4,1,6,3,2,0,3
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,1885,Male,Research Scientist,Married,Yes,2,37,783,7,Master's Degree,4,3,1,4284,5,22,4,1,16,3,3,0,4
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Technical Degree,1541,Male,Sales Representative,Married,Yes,4,34,1440,7,Associates Degree,2,3,3,2308,0,25,4,1,12,3,10,5,7
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Life Sciences,1556,Male,Sales Representative,Single,Yes,3,36,1157,2,Master's Degree,3,3,4,2644,3,21,4,0,7,2,2,1,2
Yes,Travel_Frequently,25 - 34,0,Ex-Employees,HR,Human Resources,1747,Female,Human Resources,Divorced,No,0,30,600,8,Bachelor's Degree,3,2,4,2180,6,11,3,1,6,2,2,1,2
Yes,Travel_Frequently,25 - 34,0,Ex-Employees,HR,Human Resources,1944,Female,Human Resources,Married,No,2,27,1337,22,Bachelor's Degree,1,2,2,2863,1,12,3,0,1,3,0,0,0
Yes,Travel_Frequently,25 - 34,0,Ex-Employees,R&D,Life Sciences,1459,Female,Manufacturing Director,Single,No,2,31,1445,1,Doctoral Degree,3,4,2,7446,1,11,3,0,10,3,8,4,7
Yes,Travel_Frequently,25 - 34,0,Ex-Employees,R&D,Life Sciences,1537,Female,Research Scientist,Single,No,2,31,561,3,Bachelor's Degree,4,3,3,4084,1,12,3,0,7,1,2,7,7
Yes,Travel_Frequently,25 - 34,0,Ex-Employees,Sales,Technical Degree,1487,Female,Sales Executive,Single,No,4,29,115,13,Bachelor's Degree,1,3,2,5765,5,11,3,0,7,1,3,0,0
Yes,Travel_Frequently,25 - 34,0,Ex-Employees,Sales,Life Sciences,1427,Female,Sales Representative,Single,No,3,31,667,1,Master's Degree,2,1,3,1359,1,12,3,0,1,3,0,0,0
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,HR,Technical Degree,1467,Female,Human Resources,Married,No,0,34,1107,9,Master's Degree,1,3,3,2742,1,15,3,0,2,3,2,2,2
Yes,Travel_Rarely,45 - 54,0,Ex-Employees,R&D,Technical Degree,1572,Female,Manufacturing Director,Married,No,4,53,607,2,Doctoral Degree,3,2,4,10169,0,16,3,1,34,3,7,1,9
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Life Sciences,1433,Female,Research Scientist,Single,No,3,31,202,8,Bachelor's Degree,1,2,2,1261,1,12,3,0,1,4,0,0,0
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,Sales,Marketing,1752,Female,Sales Representative,Single,No,3,29,428,9,Bachelor's Degree,2,1,2,2760,1,13,3,0,2,3,2,2,2
Yes,Travel_Frequently,25 - 34,0,Ex-Employees,R&D,Life Sciences,1807,Male,Laboratory Technician,Married,No,3,34,234,9,Master's Degree,4,3,1,5346,4,17,3,1,11,2,1,0,7
Yes,Travel_Frequently,25 - 34,0,Ex-Employees,R&D,Medical,1504,Male,Laboratory Technician,Single,No,2,28,289,2,Associates Degree,3,2,1,2561,7,11,3,0,8,2,0,0,0
Yes,Travel_Frequently,45 - 54,0,Ex-Employees,Sales,Life Sciences,2044,Male,Sales Executive,Divorced,No,3,50,878,1,Master's Degree,2,3,3,6728,7,12,3,2,12,3,3,0,1
Yes,Travel_Frequently,45 - 54,0,Ex-Employees,Sales,Life Sciences,1716,Male,Sales Executive,Married,No,3,47,1093,9,Bachelor's Degree,3,1,3,12936,7,11,3,0,25,1,5,14,10
